STATION,DATE,PRCP,TMAX,TMIN
USW00014739,1950-01-01,0,44,32
USW00014739,1950-01-02,0.01,40,31
USW00014739,1950-01-03,0.07,56,40
USW00014739,1950-01-04,0,64,55
USW00014739,1950-01-05,0.03,61,45
USW00014739,1950-01-06,0.72,45,37
USW00014739,1950-01-07,0.3,38,25
USW00014739,1950-01-08,0,25,6
USW00014739,1950-01-09,0,38,9
USW00014739,1950-01-10,0.66,41,23
USW00014739,1950-01-11,0,49,25
USW00014739,1950-01-12,0,34,18
USW00014739,1950-01-13,0.19,52,31
USW00014739,1950-01-14,0,63,37
USW00014739,1950-01-15,0,41,30
USW00014739,1950-01-16,0.13,53,33
USW00014739,1950-01-17,0,35,29
USW00014739,1950-01-18,0.32,51,30
USW00014739,1950-01-19,0,30,21
USW00014739,1950-01-20,0,27,14
USW00014739,1950-01-21,0.07,24,14
USW00014739,1950-01-22,0.26,38,24
USW00014739,1950-01-23,0,47,37
USW00014739,1950-01-24,0.36,42,26
USW00014739,1950-01-25,0,41,24
USW00014739,1950-01-26,0,72,41
USW00014739,1950-01-27,0.05,53,21
USW00014739,1950-01-28,0,37,17
USW00014739,1950-01-29,0.12,62,35
USW00014739,1950-01-30,0.01,52,28
USW00014739,1950-01-31,0.56,32,19
USW00014739,1950-02-01,0,35,21
USW00014739,1950-02-02,0.23,39,32
USW00014739,1950-02-03,0,38,26
USW00014739,1950-02-04,0,39,23
USW00014739,1950-02-05,0,28,15
USW00014739,1950-02-06,0.1,41,25
USW00014739,1950-02-07,0,28,14
USW00014739,1950-02-08,0,26,6
USW00014739,1950-02-09,0.15,52,23
USW00014739,1950-02-10,0,45,33
USW00014739,1950-02-11,0.02,40,32
USW00014739,1950-02-12,0,47,30
USW00014739,1950-02-13,0,38,30
USW00014739,1950-02-14,0.56,34,30
USW00014739,1950-02-15,1.31,38,29
USW00014739,1950-02-16,0.04,34,25
USW00014739,1950-02-17,0,41,32
USW00014739,1950-02-18,0,36,30
USW00014739,1950-02-19,0.01,42,27
USW00014739,1950-02-20,0,27,0
USW00014739,1950-02-21,0,20,-1
USW00014739,1950-02-22,0.86,33,12
USW00014739,1950-02-23,0.42,35,22
USW00014739,1950-02-24,0,44,23
USW00014739,1950-02-25,0,37,16
USW00014739,1950-02-26,0,26,7
USW00014739,1950-02-27,0,16,3
USW00014739,1950-02-28,0.11,33,9
USW00014739,1950-03-01,0.07,40,23
USW00014739,1950-03-02,0,24,11
USW00014739,1950-03-03,0,16,4
USW00014739,1950-03-04,0,26,2
USW00014739,1950-03-05,0,46,19
USW00014739,1950-03-06,0,44,16
USW00014739,1950-03-07,0,38,14
USW00014739,1950-03-08,0.2,55,31
USW00014739,1950-03-09,0.22,57,14
USW00014739,1950-03-10,0,29,14
USW00014739,1950-03-11,0,36,19
USW00014739,1950-03-12,0,51,32
USW00014739,1950-03-13,0.31,34,25
USW00014739,1950-03-14,0.15,36,22
USW00014739,1950-03-15,0,43,24
USW00014739,1950-03-16,0,37,23
USW00014739,1950-03-17,0,38,20
USW00014739,1950-03-18,0.34,38,23
USW00014739,1950-03-19,0,46,20
USW00014739,1950-03-20,0,49,29
USW00014739,1950-03-21,0.16,39,34
USW00014739,1950-03-22,0,45,32
USW00014739,1950-03-23,1.21,44,36
USW00014739,1950-03-24,0.05,46,35
USW00014739,1950-03-25,0,47,38
USW00014739,1950-03-26,0,55,34
USW00014739,1950-03-27,0.11,44,39
USW00014739,1950-03-28,0.16,62,39
USW00014739,1950-03-29,0.01,70,43
USW00014739,1950-03-30,0,43,30
USW00014739,1950-03-31,0,40,26
USW00014739,1950-04-01,0,49,30
USW00014739,1950-04-02,0.1,59,40
USW00014739,1950-04-03,0.01,60,39
USW00014739,1950-04-04,0.08,75,48
USW00014739,1950-04-05,0.11,63,44
USW00014739,1950-04-06,0,45,30
USW00014739,1950-04-07,0,42,28
USW00014739,1950-04-08,0,46,32
USW00014739,1950-04-09,0,44,32
USW00014739,1950-04-10,0,50,30
USW00014739,1950-04-11,0.05,46,33
USW00014739,1950-04-12,0,55,35
USW00014739,1950-04-13,0.13,46,37
USW00014739,1950-04-14,0.34,47,34
USW00014739,1950-04-15,0.01,49,35
USW00014739,1950-04-16,0,62,38
USW00014739,1950-04-17,0,67,42
USW00014739,1950-04-18,0,74,53
USW00014739,1950-04-19,0,56,42
USW00014739,1950-04-20,0.32,63,45
USW00014739,1950-04-21,0.39,55,45
USW00014739,1950-04-22,0,53,40
USW00014739,1950-04-23,0.01,52,40
USW00014739,1950-04-24,0,58,40
USW00014739,1950-04-25,0,53,39
USW00014739,1950-04-26,0.52,46,39
USW00014739,1950-04-27,0,59,38
USW00014739,1950-04-28,0.11,61,43
USW00014739,1950-04-29,0.2,50,42
USW00014739,1950-04-30,0,62,40
USW00014739,1950-05-01,0.39,48,41
USW00014739,1950-05-02,0,70,41
USW00014739,1950-05-03,0,60,48
USW00014739,1950-05-04,0,62,48
USW00014739,1950-05-05,0,53,47
USW00014739,1950-05-06,0,80,49
USW00014739,1950-05-07,0,76,43
USW00014739,1950-05-08,0,58,35
USW00014739,1950-05-09,0,72,43
USW00014739,1950-05-10,0.37,65,47
USW00014739,1950-05-11,0,67,55
USW00014739,1950-05-12,0,70,50
USW00014739,1950-05-13,0,78,53
USW00014739,1950-05-14,0,57,43
USW00014739,1950-05-15,0,54,44
USW00014739,1950-05-16,0,55,45
USW00014739,1950-05-17,0,59,47
USW00014739,1950-05-18,0.09,53,46
USW00014739,1950-05-19,0.3,49,45
USW00014739,1950-05-20,0.01,55,46
USW00014739,1950-05-21,0,77,45
USW00014739,1950-05-22,0,68,42
USW00014739,1950-05-23,0,76,45
USW00014739,1950-05-24,0,71,53
USW00014739,1950-05-25,0.02,61,51
USW00014739,1950-05-26,0,68,51
USW00014739,1950-05-27,0,64,51
USW00014739,1950-05-28,0,63,46
USW00014739,1950-05-29,0.16,65,54
USW00014739,1950-05-30,0.21,66,55
USW00014739,1950-05-31,0,70,58
USW00014739,1950-06-01,0.17,72,57
USW00014739,1950-06-02,0,81,56
USW00014739,1950-06-03,0.02,83,64
USW00014739,1950-06-04,0.23,72,55
USW00014739,1950-06-05,0,77,53
USW00014739,1950-06-06,0,84,56
USW00014739,1950-06-07,0,84,65
USW00014739,1950-06-08,0,93,70
USW00014739,1950-06-09,0,93,70
USW00014739,1950-06-10,0.01,87,66
USW00014739,1950-06-11,0.04,76,57
USW00014739,1950-06-12,0,77,52
USW00014739,1950-06-13,0,79,55
USW00014739,1950-06-14,0,73,55
USW00014739,1950-06-15,0,76,61
USW00014739,1950-06-16,0,79,58
USW00014739,1950-06-17,0.44,76,52
USW00014739,1950-06-18,0,73,50
USW00014739,1950-06-19,0,64,53
USW00014739,1950-06-20,0,78,56
USW00014739,1950-06-21,0.13,81,61
USW00014739,1950-06-22,0,75,57
USW00014739,1950-06-23,0,90,60
USW00014739,1950-06-24,0.04,90,59
USW00014739,1950-06-25,0,80,59
USW00014739,1950-06-26,0,78,59
USW00014739,1950-06-27,0.02,73,60
USW00014739,1950-06-28,0,78,60
USW00014739,1950-06-29,0,83,63
USW00014739,1950-06-30,0,77,62
USW00014739,1950-07-01,0,73,61
USW00014739,1950-07-02,0,85,61
USW00014739,1950-07-03,0.04,86,67
USW00014739,1950-07-04,0.98,83,66
USW00014739,1950-07-05,0.1,79,66
USW00014739,1950-07-06,0.11,82,67
USW00014739,1950-07-07,0,83,62
USW00014739,1950-07-08,0,88,66
USW00014739,1950-07-09,0,81,64
USW00014739,1950-07-10,0,75,63
USW00014739,1950-07-11,0.09,79,65
USW00014739,1950-07-12,0.03,85,72
USW00014739,1950-07-13,0.04,91,70
USW00014739,1950-07-14,0,80,65
USW00014739,1950-07-15,0,74,60
USW00014739,1950-07-16,0,73,62
USW00014739,1950-07-17,0,84,62
USW00014739,1950-07-18,0.02,93,72
USW00014739,1950-07-19,0,86,66
USW00014739,1950-07-20,0.03,72,59
USW00014739,1950-07-21,0,76,56
USW00014739,1950-07-22,0,79,60
USW00014739,1950-07-23,0,77,61
USW00014739,1950-07-24,0,78,60
USW00014739,1950-07-25,0,86,66
USW00014739,1950-07-26,0,81,67
USW00014739,1950-07-27,0,86,64
USW00014739,1950-07-28,0,88,66
USW00014739,1950-07-29,0,89,67
USW00014739,1950-07-30,0,92,68
USW00014739,1950-07-31,0.01,93,70
USW00014739,1950-08-01,0.62,76,60
USW00014739,1950-08-02,0,69,58
USW00014739,1950-08-03,0.01,72,60
USW00014739,1950-08-04,0,83,62
USW00014739,1950-08-05,0.08,77,61
USW00014739,1950-08-06,0.05,68,59
USW00014739,1950-08-07,0,70,56
USW00014739,1950-08-08,0,76,57
USW00014739,1950-08-09,0,87,64
USW00014739,1950-08-10,0,85,71
USW00014739,1950-08-11,0,85,64
USW00014739,1950-08-12,0,73,58
USW00014739,1950-08-13,0,77,58
USW00014739,1950-08-14,0,78,62
USW00014739,1950-08-15,0,82,61
USW00014739,1950-08-16,0,85,67
USW00014739,1950-08-17,0,84,67
USW00014739,1950-08-18,0,86,67
USW00014739,1950-08-19,0.68,82,67
USW00014739,1950-08-20,1.32,74,67
USW00014739,1950-08-21,0,80,61
USW00014739,1950-08-22,0,76,58
USW00014739,1950-08-23,0,78,64
USW00014739,1950-08-24,0,80,62
USW00014739,1950-08-25,0,79,64
USW00014739,1950-08-26,0.03,86,64
USW00014739,1950-08-27,0,85,67
USW00014739,1950-08-28,0,87,67
USW00014739,1950-08-29,0.12,86,71
USW00014739,1950-08-30,0,72,60
USW00014739,1950-08-31,0.23,68,62
USW00014739,1950-09-01,0.15,86,67
USW00014739,1950-09-02,0,80,66
USW00014739,1950-09-03,0.21,66,62
USW00014739,1950-09-04,0.11,79,58
USW00014739,1950-09-05,0.01,67,53
USW00014739,1950-09-06,0,71,53
USW00014739,1950-09-07,0,83,57
USW00014739,1950-09-08,0,78,62
USW00014739,1950-09-09,0,85,63
USW00014739,1950-09-10,0,75,62
USW00014739,1950-09-11,0.22,62,56
USW00014739,1950-09-12,0.06,58,51
USW00014739,1950-09-13,0,62,49
USW00014739,1950-09-14,0.03,61,52
USW00014739,1950-09-15,0,77,59
USW00014739,1950-09-16,0,73,49
USW00014739,1950-09-17,0,67,45
USW00014739,1950-09-18,0,72,47
USW00014739,1950-09-19,0,71,55
USW00014739,1950-09-20,0,61,54
USW00014739,1950-09-21,0,74,53
USW00014739,1950-09-22,0.1,59,54
USW00014739,1950-09-23,0,68,47
USW00014739,1950-09-24,0,56,41
USW00014739,1950-09-25,0,63,38
USW00014739,1950-09-26,0,59,44
USW00014739,1950-09-27,0,65,50
USW00014739,1950-09-28,0,65,52
USW00014739,1950-09-29,0,63,51
USW00014739,1950-09-30,0,75,58
USW00014739,1950-10-01,0,85,59
USW00014739,1950-10-02,0,79,60
USW00014739,1950-10-03,0,84,59
USW00014739,1950-10-04,0,64,50
USW00014739,1950-10-05,0,66,47
USW00014739,1950-10-06,0,62,44
USW00014739,1950-10-07,0,61,46
USW00014739,1950-10-08,0,64,55
USW00014739,1950-10-09,0,69,54
USW00014739,1950-10-10,1.28,60,56
USW00014739,1950-10-11,0,69,55
USW00014739,1950-10-12,0.42,65,54
USW00014739,1950-10-13,0,59,49
USW00014739,1950-10-14,0,59,43
USW00014739,1950-10-15,0,61,43
USW00014739,1950-10-16,0,58,41
USW00014739,1950-10-17,0,70,47
USW00014739,1950-10-18,0,66,53
USW00014739,1950-10-19,0,78,53
USW00014739,1950-10-20,0,70,45
USW00014739,1950-10-21,0,64,42
USW00014739,1950-10-22,0,62,46
USW00014739,1950-10-23,0.03,47,40
USW00014739,1950-10-24,0.23,50,39
USW00014739,1950-10-25,0,61,47
USW00014739,1950-10-26,0,49,36
USW00014739,1950-10-27,0,49,33
USW00014739,1950-10-28,0,57,43
USW00014739,1950-10-29,0.03,65,51
USW00014739,1950-10-30,0,75,55
USW00014739,1950-10-31,0,68,51
USW00014739,1950-11-01,0,62,44
USW00014739,1950-11-02,0,83,50
USW00014739,1950-11-03,0.02,64,46
USW00014739,1950-11-04,0.43,69,48
USW00014739,1950-11-05,1.01,69,41
USW00014739,1950-11-06,0,55,38
USW00014739,1950-11-07,0,65,46
USW00014739,1950-11-08,0,62,48
USW00014739,1950-11-09,0,55,49
USW00014739,1950-11-10,0,60,42
USW00014739,1950-11-11,0,46,39
USW00014739,1950-11-12,0,48,33
USW00014739,1950-11-13,0,45,33
USW00014739,1950-11-14,0,49,34
USW00014739,1950-11-15,0,58,34
USW00014739,1950-11-16,0,65,47
USW00014739,1950-11-17,0,60,45
USW00014739,1950-11-18,0.07,46,37
USW00014739,1950-11-19,0,62,34
USW00014739,1950-11-20,0.55,64,49
USW00014739,1950-11-21,2.04,62,31
USW00014739,1950-11-22,0,40,30
USW00014739,1950-11-23,0,39,27
USW00014739,1950-11-24,0,49,35
USW00014739,1950-11-25,0.17,53,48
USW00014739,1950-11-26,1.73,54,43
USW00014739,1950-11-27,0.02,49,41
USW00014739,1950-11-28,0.13,52,39
USW00014739,1950-11-29,0,41,34
USW00014739,1950-11-30,0,40,34
USW00014739,1950-12-01,0,44,31
USW00014739,1950-12-02,0,42,30
USW00014739,1950-12-03,0,63,39
USW00014739,1950-12-04,0.3,63,53
USW00014739,1950-12-05,0.01,58,32
USW00014739,1950-12-06,0,44,29
USW00014739,1950-12-07,0,46,35
USW00014739,1950-12-08,1.18,53,45
USW00014739,1950-12-09,0.04,54,39
USW00014739,1950-12-10,0,47,35
USW00014739,1950-12-11,0.28,50,43
USW00014739,1950-12-12,0,47,34
USW00014739,1950-12-13,0,41,30
USW00014739,1950-12-14,0,39,29
USW00014739,1950-12-15,0,41,30
USW00014739,1950-12-16,0,42,32
USW00014739,1950-12-17,0,39,32
USW00014739,1950-12-18,0,33,23
USW00014739,1950-12-19,0,30,21
USW00014739,1950-12-20,0,28,17
USW00014739,1950-12-21,0,35,18
USW00014739,1950-12-22,0,42,25
USW00014739,1950-12-23,0.03,41,31
USW00014739,1950-12-24,0.17,47,33
USW00014739,1950-12-25,0,37,17
USW00014739,1950-12-26,0.13,19,11
USW00014739,1950-12-27,0,19,4
USW00014739,1950-12-28,0,33,12
USW00014739,1950-12-29,0.98,44,25
USW00014739,1950-12-30,0,45,34
USW00014739,1950-12-31,0.25,37,31
USW00014739,1951-01-01,0,38,25
USW00014739,1951-01-02,0,47,30
USW00014739,1951-01-03,0,54,39
USW00014739,1951-01-04,0,60,37
USW00014739,1951-01-05,0,38,29
USW00014739,1951-01-06,0,46,32
USW00014739,1951-01-07,0.96,44,19
USW00014739,1951-01-08,0.17,26,17
USW00014739,1951-01-09,0,30,13
USW00014739,1951-01-10,0,43,26
USW00014739,1951-01-11,0.09,44,31
USW00014739,1951-01-12,0.06,41,32
USW00014739,1951-01-13,0,41,28
USW00014739,1951-01-14,0.38,42,26
USW00014739,1951-01-15,0.53,55,35
USW00014739,1951-01-16,0,39,29
USW00014739,1951-01-17,0,42,26
USW00014739,1951-01-18,0,54,40
USW00014739,1951-01-19,0,61,35
USW00014739,1951-01-20,0,60,38
USW00014739,1951-01-21,0.01,57,22
USW00014739,1951-01-22,0,23,15
USW00014739,1951-01-23,0,38,16
USW00014739,1951-01-24,0.8,54,38
USW00014739,1951-01-25,0,40,33
USW00014739,1951-01-26,0,35,27
USW00014739,1951-01-27,0,31,24
USW00014739,1951-01-28,0.21,28,19
USW00014739,1951-01-29,0.29,31,22
USW00014739,1951-01-30,0,25,3
USW00014739,1951-01-31,0.54,33,1
USW00014739,1951-02-01,0.67,58,22
USW00014739,1951-02-02,0.04,54,21
USW00014739,1951-02-03,0.15,24,17
USW00014739,1951-02-04,0.37,38,19
USW00014739,1951-02-05,0,42,29
USW00014739,1951-02-06,0,42,27
USW00014739,1951-02-07,0.83,53,33
USW00014739,1951-02-08,0.01,38,8
USW00014739,1951-02-09,0,20,8
USW00014739,1951-02-10,0.03,27,8
USW00014739,1951-02-11,0,35,17
USW00014739,1951-02-12,0,52,30
USW00014739,1951-02-13,0,66,40
USW00014739,1951-02-14,0.07,53,26
USW00014739,1951-02-15,0,26,17
USW00014739,1951-02-16,0,37,19
USW00014739,1951-02-17,0.05,45,27
USW00014739,1951-02-18,0.95,41,37
USW00014739,1951-02-19,0.01,45,36
USW00014739,1951-02-20,0,44,37
USW00014739,1951-02-21,0.02,40,36
USW00014739,1951-02-22,0.36,41,36
USW00014739,1951-02-23,0,37,27
USW00014739,1951-02-24,0.08,35,21
USW00014739,1951-02-25,0,52,35
USW00014739,1951-02-26,0,58,37
USW00014739,1951-02-27,0.04,60,39
USW00014739,1951-02-28,0.03,40,31
USW00014739,1951-03-01,0.18,33,21
USW00014739,1951-03-02,0.04,41,23
USW00014739,1951-03-03,0.01,35,21
USW00014739,1951-03-04,0.54,39,35
USW00014739,1951-03-05,0,45,35
USW00014739,1951-03-06,0,46,33
USW00014739,1951-03-07,0.03,65,38
USW00014739,1951-03-08,0,48,37
USW00014739,1951-03-09,0.08,37,23
USW00014739,1951-03-10,0,34,22
USW00014739,1951-03-11,0.15,43,26
USW00014739,1951-03-12,0,45,35
USW00014739,1951-03-13,0,41,36
USW00014739,1951-03-14,0.81,43,39
USW00014739,1951-03-15,0.05,45,38
USW00014739,1951-03-16,0,50,36
USW00014739,1951-03-17,0.24,46,35
USW00014739,1951-03-18,0.03,43,36
USW00014739,1951-03-19,0.03,41,36
USW00014739,1951-03-20,1.03,51,36
USW00014739,1951-03-21,0,46,34
USW00014739,1951-03-22,0.22,41,29
USW00014739,1951-03-23,0.07,48,28
USW00014739,1951-03-24,0.13,59,40
USW00014739,1951-03-25,0,48,33
USW00014739,1951-03-26,0,36,27
USW00014739,1951-03-27,0,45,25
USW00014739,1951-03-28,0,62,38
USW00014739,1951-03-29,0,46,37
USW00014739,1951-03-30,0.04,46,41
USW00014739,1951-03-31,0.73,56,43
USW00014739,1951-04-01,0,59,39
USW00014739,1951-04-02,0.16,45,39
USW00014739,1951-04-03,1.38,56,40
USW00014739,1951-04-04,0,52,37
USW00014739,1951-04-05,0,54,40
USW00014739,1951-04-06,0,58,39
USW00014739,1951-04-07,0.01,58,45
USW00014739,1951-04-08,0,55,44
USW00014739,1951-04-09,0.07,52,46
USW00014739,1951-04-10,0.08,58,46
USW00014739,1951-04-11,0.59,55,44
USW00014739,1951-04-12,0,54,43
USW00014739,1951-04-13,0.12,64,42
USW00014739,1951-04-14,0,58,44
USW00014739,1951-04-15,0,64,44
USW00014739,1951-04-16,0.09,58,42
USW00014739,1951-04-17,0,52,38
USW00014739,1951-04-18,0,57,38
USW00014739,1951-04-19,0.04,64,42
USW00014739,1951-04-20,0,58,41
USW00014739,1951-04-21,0,59,39
USW00014739,1951-04-22,0,56,42
USW00014739,1951-04-23,0.48,62,46
USW00014739,1951-04-24,0,66,42
USW00014739,1951-04-25,0.03,59,47
USW00014739,1951-04-26,0.01,73,48
USW00014739,1951-04-27,0,57,43
USW00014739,1951-04-28,0,68,43
USW00014739,1951-04-29,0,74,50
USW00014739,1951-04-30,0,70,50
USW00014739,1951-05-01,0,74,47
USW00014739,1951-05-02,0,77,51
USW00014739,1951-05-03,0,55,44
USW00014739,1951-05-04,0,54,44
USW00014739,1951-05-05,0,66,41
USW00014739,1951-05-06,0,61,47
USW00014739,1951-05-07,0,68,51
USW00014739,1951-05-08,0,72,50
USW00014739,1951-05-09,0.1,83,54
USW00014739,1951-05-10,0.03,66,48
USW00014739,1951-05-11,0.87,52,47
USW00014739,1951-05-12,0.11,65,44
USW00014739,1951-05-13,0,63,46
USW00014739,1951-05-14,0,75,43
USW00014739,1951-05-15,0,89,53
USW00014739,1951-05-16,0,91,63
USW00014739,1951-05-17,0.02,70,46
USW00014739,1951-05-18,0,54,44
USW00014739,1951-05-19,0,57,43
USW00014739,1951-05-20,0,68,53
USW00014739,1951-05-21,0.02,79,57
USW00014739,1951-05-22,0,80,65
USW00014739,1951-05-23,0.38,83,54
USW00014739,1951-05-24,1.73,54,46
USW00014739,1951-05-25,0.53,54,46
USW00014739,1951-05-26,0,72,48
USW00014739,1951-05-27,0.67,67,55
USW00014739,1951-05-28,0.16,69,54
USW00014739,1951-05-29,0,62,50
USW00014739,1951-05-30,0.19,65,52
USW00014739,1951-05-31,0,75,57
USW00014739,1951-06-01,0,91,61
USW00014739,1951-06-02,0,85,60
USW00014739,1951-06-03,0,67,57
USW00014739,1951-06-04,0.09,84,58
USW00014739,1951-06-05,0.32,69,54
USW00014739,1951-06-06,0,73,52
USW00014739,1951-06-07,0,70,55
USW00014739,1951-06-08,0,74,53
USW00014739,1951-06-09,0,71,54
USW00014739,1951-06-10,0,62,54
USW00014739,1951-06-11,0,61,54
USW00014739,1951-06-12,0,67,53
USW00014739,1951-06-13,0,73,54
USW00014739,1951-06-14,0.85,58,52
USW00014739,1951-06-15,1.64,55,51
USW00014739,1951-06-16,0.02,67,54
USW00014739,1951-06-17,1.13,78,60
USW00014739,1951-06-18,0,70,59
USW00014739,1951-06-19,0,84,60
USW00014739,1951-06-20,0,87,66
USW00014739,1951-06-21,0,82,65
USW00014739,1951-06-22,0,75,62
USW00014739,1951-06-23,0.05,75,62
USW00014739,1951-06-24,0,85,66
USW00014739,1951-06-25,0.1,86,66
USW00014739,1951-06-26,0,78,60
USW00014739,1951-06-27,0,80,62
USW00014739,1951-06-28,0,68,58
USW00014739,1951-06-29,0.1,68,58
USW00014739,1951-06-30,0.01,75,61
USW00014739,1951-07-01,0.01,71,63
USW00014739,1951-07-02,0,83,62
USW00014739,1951-07-03,0,85,65
USW00014739,1951-07-04,0,83,66
USW00014739,1951-07-05,0.35,85,61
USW00014739,1951-07-06,0.02,70,61
USW00014739,1951-07-07,0,88,62
USW00014739,1951-07-08,0,89,68
USW00014739,1951-07-09,0,84,64
USW00014739,1951-07-10,0,88,68
USW00014739,1951-07-11,0,89,69
USW00014739,1951-07-12,0.22,78,69
USW00014739,1951-07-13,0,80,68
USW00014739,1951-07-14,0,84,67
USW00014739,1951-07-15,0,89,67
USW00014739,1951-07-16,0.06,92,70
USW00014739,1951-07-17,0.17,75,65
USW00014739,1951-07-18,0,76,63
USW00014739,1951-07-19,0.68,78,64
USW00014739,1951-07-20,0,79,65
USW00014739,1951-07-21,0,81,60
USW00014739,1951-07-22,0,83,67
USW00014739,1951-07-23,0,88,72
USW00014739,1951-07-24,0,83,67
USW00014739,1951-07-25,0,84,65
USW00014739,1951-07-26,0,92,64
USW00014739,1951-07-27,0,87,70
USW00014739,1951-07-28,0.59,71,64
USW00014739,1951-07-29,0.02,69,62
USW00014739,1951-07-30,0,91,62
USW00014739,1951-07-31,0.01,82,69
USW00014739,1951-08-01,0.26,82,64
USW00014739,1951-08-02,0,80,59
USW00014739,1951-08-03,0.07,78,60
USW00014739,1951-08-04,0,75,60
USW00014739,1951-08-05,0,73,57
USW00014739,1951-08-06,0,75,54
USW00014739,1951-08-07,0,77,59
USW00014739,1951-08-08,0.13,65,58
USW00014739,1951-08-09,0,87,60
USW00014739,1951-08-10,0,86,71
USW00014739,1951-08-11,0,82,69
USW00014739,1951-08-12,0,82,64
USW00014739,1951-08-13,0.01,83,68
USW00014739,1951-08-14,0,78,68
USW00014739,1951-08-15,0.23,88,66
USW00014739,1951-08-16,1.34,71,61
USW00014739,1951-08-17,0.08,73,63
USW00014739,1951-08-18,0,78,62
USW00014739,1951-08-19,0,76,59
USW00014739,1951-08-20,1.1,79,62
USW00014739,1951-08-21,0.01,76,62
USW00014739,1951-08-22,0,81,63
USW00014739,1951-08-23,0,77,58
USW00014739,1951-08-24,0,73,58
USW00014739,1951-08-25,0,74,60
USW00014739,1951-08-26,0,75,61
USW00014739,1951-08-27,0,77,62
USW00014739,1951-08-28,0,78,64
USW00014739,1951-08-29,0,85,66
USW00014739,1951-08-30,0,89,68
USW00014739,1951-08-31,0,89,71
USW00014739,1951-09-01,0.31,73,57
USW00014739,1951-09-02,0.59,63,58
USW00014739,1951-09-03,0.04,65,56
USW00014739,1951-09-04,0,77,56
USW00014739,1951-09-05,0,72,58
USW00014739,1951-09-06,0.28,74,61
USW00014739,1951-09-07,0,80,59
USW00014739,1951-09-08,0,73,53
USW00014739,1951-09-09,0,77,54
USW00014739,1951-09-10,0,82,57
USW00014739,1951-09-11,0,79,61
USW00014739,1951-09-12,0,90,66
USW00014739,1951-09-13,0,86,65
USW00014739,1951-09-14,0,81,68
USW00014739,1951-09-15,0.49,80,65
USW00014739,1951-09-16,0,77,59
USW00014739,1951-09-17,0,78,62
USW00014739,1951-09-18,0,73,60
USW00014739,1951-09-19,0,78,59
USW00014739,1951-09-20,0,74,57
USW00014739,1951-09-21,0,78,58
USW00014739,1951-09-22,0,81,62
USW00014739,1951-09-23,0.26,75,57
USW00014739,1951-09-24,0,69,52
USW00014739,1951-09-25,0.03,72,59
USW00014739,1951-09-26,0,62,50
USW00014739,1951-09-27,0,72,50
USW00014739,1951-09-28,0,70,49
USW00014739,1951-09-29,0,57,43
USW00014739,1951-09-30,0,54,39
USW00014739,1951-10-01,0,60,50
USW00014739,1951-10-02,0.16,69,54
USW00014739,1951-10-03,0.04,58,56
USW00014739,1951-10-04,0.08,63,56
USW00014739,1951-10-05,0.03,66,61
USW00014739,1951-10-06,0,66,52
USW00014739,1951-10-07,0.74,56,49
USW00014739,1951-10-08,0.55,67,51
USW00014739,1951-10-09,0,63,46
USW00014739,1951-10-10,0,56,43
USW00014739,1951-10-11,0.58,54,45
USW00014739,1951-10-12,0.07,59,42
USW00014739,1951-10-13,0,54,37
USW00014739,1951-10-14,0,63,41
USW00014739,1951-10-15,0,71,46
USW00014739,1951-10-16,0,72,52
USW00014739,1951-10-17,0.01,60,49
USW00014739,1951-10-18,0.01,58,53
USW00014739,1951-10-19,0,60,50
USW00014739,1951-10-20,0,55,43
USW00014739,1951-10-21,0,60,39
USW00014739,1951-10-22,0,62,47
USW00014739,1951-10-23,0,70,50
USW00014739,1951-10-24,0.24,65,54
USW00014739,1951-10-25,1.06,67,49
USW00014739,1951-10-26,0,70,46
USW00014739,1951-10-27,0,67,47
USW00014739,1951-10-28,0.41,47,42
USW00014739,1951-10-29,0,52,42
USW00014739,1951-10-30,0,55,40
USW00014739,1951-10-31,0,67,51
USW00014739,1951-11-01,1.24,52,34
USW00014739,1951-11-02,0.46,52,34
USW00014739,1951-11-03,1.39,71,36
USW00014739,1951-11-04,0,51,32
USW00014739,1951-11-05,0,46,32
USW00014739,1951-11-06,0,43,28
USW00014739,1951-11-07,1.54,66,43
USW00014739,1951-11-08,0.08,64,42
USW00014739,1951-11-09,0,50,37
USW00014739,1951-11-10,0,56,39
USW00014739,1951-11-11,0,58,41
USW00014739,1951-11-12,0,49,35
USW00014739,1951-11-13,0,60,42
USW00014739,1951-11-14,0.35,69,58
USW00014739,1951-11-15,0.05,68,56
USW00014739,1951-11-16,0.61,56,44
USW00014739,1951-11-17,0.04,45,37
USW00014739,1951-11-18,0,38,31
USW00014739,1951-11-19,0,35,27
USW00014739,1951-11-20,0,29,23
USW00014739,1951-11-21,0,41,22
USW00014739,1951-11-22,0,48,32
USW00014739,1951-11-23,0.01,61,46
USW00014739,1951-11-24,0.35,53,34
USW00014739,1951-11-25,0,40,28
USW00014739,1951-11-26,0.48,47,34
USW00014739,1951-11-27,0,35,18
USW00014739,1951-11-28,0,33,16
USW00014739,1951-11-29,0,47,32
USW00014739,1951-11-30,0,48,30
USW00014739,1951-12-01,0,54,33
USW00014739,1951-12-02,0,50,35
USW00014739,1951-12-03,0,50,33
USW00014739,1951-12-04,0,53,37
USW00014739,1951-12-05,0.1,60,43
USW00014739,1951-12-06,0.21,58,52
USW00014739,1951-12-07,0,62,47
USW00014739,1951-12-08,0,64,46
USW00014739,1951-12-09,0.4,47,42
